filename,label
audio_804.wav,2.6602130773073114
audio_1028.wav,2.550891321932224
audio_865.wav,2.5994016885777094
audio_774.wav,2.5860900187193687
audio_1138.wav,3.4658297583877284
audio_278.wav,2.8783484698786572
audio_1212.wav,2.805049322819423
audio_178.wav,3.3867073132715912
audio_542.wav,2.387604435246315
audio_248.wav,2.4012339006935535
audio_872.wav,2.54081500210107
audio_954.wav,2.7842706771260826
audio_853.wav,2.6822637334963084
audio_171.wav,2.900370117024822
audio_922.wav,3.2439323657245693
audio_915.wav,2.8592868520323136
audio_1220.wav,3.0935422919232143
audio_1225.wav,2.5186968450476
audio_903.wav,2.2237683071917638
audio_748.wav,2.534072565820932
audio_284.wav,3.399949318591153
audio_200.wav,2.4947673652405418
audio_1255.wav,2.718042212522698
audio_1246.wav,2.7448456686915077
audio_1102.wav,2.2501064754522293
audio_1300.wav,3.03695638125388
audio_80.wav,3.1324339726828008
audio_1041.wav,2.7457796150270846
audio_256.wav,4.311916875070806
audio_328.wav,2.6592644698931447
audio_301.wav,3.541992502984191
audio_938.wav,2.5716016811620004
audio_1055.wav,2.70859432649041
audio_664.wav,2.5749101482757557
audio_89.wav,3.4097360166145148
audio_407.wav,3.0509857984409607
audio_1025.wav,3.6685993594410693
audio_72.wav,3.8192021746606577
audio_1316.wav,4.279872280192819
audio_661.wav,3.097260200505966
audio_822.wav,4.515636955722878
audio_956.wav,2.474709037096708
audio_1329.wav,2.928527111887014
audio_1218.wav,2.5453246433921604
audio_1286.wav,2.624176574615604
audio_1166.wav,2.7928758088790673
audio_1231.wav,3.875312634762036
audio_501.wav,2.7959317638637677
audio_188.wav,4.406970294345179
audio_746.wav,2.774586129758543
audio_218.wav,2.7258532678772034
audio_168.wav,4.279135386237871
audio_689.wav,3.569844091927385
audio_234.wav,3.6032687642641226
audio_670.wav,3.7860793337203718
audio_241.wav,4.247000385326168
audio_1226.wav,3.408541516275308
audio_47.wav,4.519958870951863
audio_220.wav,3.7842456638659514
audio_548.wav,2.8463350605469535
audio_674.wav,3.345739505162587
audio_450.wav,3.080381277457084
audio_1326.wav,3.665415375409859
audio_128.wav,4.425657917860634
audio_430.wav,4.618684902221526
audio_376.wav,3.6115464278329994
audio_502.wav,3.855108555024517
audio_67.wav,2.627217797907268
audio_1134.wav,3.9055383134709043
audio_33.wav,3.980804979012929
audio_817.wav,2.327198695178865
audio_780.wav,3.944458188950031
audio_309.wav,3.725004592284629
audio_1039.wav,4.1323134609777705
audio_765.wav,3.600116102112063
audio_353.wav,4.238190771419782
audio_940.wav,2.785333307983128
audio_1258.wav,3.45067345902946
audio_1170.wav,4.310336885742089
audio_1011.wav,4.34989448215064
audio_769.wav,3.2558268579178336
audio_324.wav,2.865250842871898
audio_599.wav,3.6437901579037866
audio_828.wav,3.1706324027603774
audio_1294.wav,3.7923030181657666
audio_585.wav,4.171524416517435
audio_904.wav,2.780253188048787
audio_1291.wav,4.2339350412281
audio_902.wav,2.331523985534912
audio_529.wav,4.392462659594266
audio_1006.wav,3.851256819889977
audio_827.wav,2.9246804449999817
audio_909.wav,3.348283178936048
audio_947.wav,3.9001675283534105
audio_952.wav,3.154546013164822
audio_647.wav,2.8805621754903767
audio_841.wav,2.548266328754179
audio_261.wav,3.6456238370424736
audio_14.wav,3.767505634336901
audio_681.wav,3.7162354002623137
audio_818.wav,3.152895782734202
audio_1046.wav,4.05419014277222
audio_976.wav,4.1151556159773905
audio_714.wav,2.6665783072583955
audio_1207.wav,3.2719036034393145
audio_1217.wav,3.260077008001817
audio_27.wav,2.6856539293581734
audio_1131.wav,2.3624124576873338
audio_682.wav,4.396013607717905
audio_1059.wav,2.9368935307131268
audio_846.wav,2.4270680398367817
audio_988.wav,4.336885336817947
audio_34.wav,2.7280039359566186
audio_1186.wav,4.093056930704957
audio_1142.wav,3.4143611023557994
audio_257.wav,4.069200536197297
audio_1092.wav,3.7272439818532264
audio_117.wav,3.501403840655323
audio_744.wav,2.6845156097032827
audio_449.wav,3.0027768033773405
audio_1270.wav,4.25184625666462
audio_935.wav,2.6924938149871553
audio_858.wav,2.85079501522619
audio_686.wav,2.4428013778300275
audio_929.wav,4.247746101544407
audio_41.wav,4.733465082251835
audio_483.wav,3.448488732984322
audio_530.wav,4.632907723885226
audio_1158.wav,4.7336771418163295
audio_130.wav,4.64278230806773
audio_962.wav,4.035034545159751
audio_505.wav,4.683024543165927
audio_966.wav,4.273480268110218
audio_989.wav,3.869625161355286
audio_464.wav,4.876082461126597
audio_1165.wav,4.849687965677666
audio_1200.wav,4.355345663296924
audio_554.wav,3.582757092046189
audio_481.wav,4.774605740971759
audio_245.wav,3.437611955820229
audio_453.wav,3.819350008218237
audio_1099.wav,4.546636094573384
audio_327.wav,4.285901742863127
audio_854.wav,4.0914625270836575
audio_13.wav,4.569180264929116
audio_358.wav,4.592509600101415
audio_1104.wav,3.5798109998867673
audio_236.wav,4.51093153915194
audio_373.wav,4.095705088351502
audio_701.wav,4.1378573842301405
audio_612.wav,4.358456855857191
audio_161.wav,4.31707061005205
audio_472.wav,4.864753828218228
audio_967.wav,3.445137224827777
audio_267.wav,4.461665054975096
audio_709.wav,2.8833119859715786
audio_534.wav,4.532558391967153
audio_298.wav,4.746977614086993
audio_995.wav,2.8983675760488765
audio_24.wav,4.6679374481580735
audio_1163.wav,4.609541736129621
audio_855.wav,3.7214385822031697
audio_652.wav,4.349825888574617
audio_1069.wav,4.887173097042006
audio_415.wav,3.9171874475286557
audio_1090.wav,4.845913600478728
audio_766.wav,4.482869305115653
audio_568.wav,4.8633990810878265
audio_885.wav,4.695527174419502
audio_108.wav,4.694634129900059
audio_1179.wav,4.475438407584016
audio_377.wav,4.819194944012771
audio_390.wav,4.7001335350464375
audio_692.wav,4.801328184928061
audio_508.wav,4.464216894189032
audio_357.wav,4.711518358844558
audio_273.wav,4.420422030566723
audio_1180.wav,4.118461181096893
audio_668.wav,4.220939951987819
audio_1187.wav,4.6536486290962005
audio_452.wav,4.842672525001845
audio_335.wav,4.746189726389772
audio_268.wav,4.69831099143029
audio_330.wav,4.505531207292699
audio_637.wav,4.706973570374868
audio_339.wav,4.662120592951767
audio_1088.wav,4.5661433148363795
audio_397.wav,4.630276937095094
audio_1136.wav,4.530127820663453
audio_153.wav,4.239873475462473
audio_99.wav,4.524489405700581
audio_249.wav,4.886205275174623
audio_590.wav,4.729257950739214
audio_57.wav,3.553609861963403
audio_749.wav,4.444678534597237
audio_978.wav,4.799396332468489
audio_981.wav,4.170942567682752
audio_563.wav,4.780842394005685
audio_531.wav,4.8581579806759505
audio_787.wav,4.840777179652444
audio_1079.wav,4.851412414328881
audio_550.wav,4.225530493474717
audio_641.wav,4.667897504638703
audio_1001.wav,4.3912580909043735
